"Month","Animal","State","Count"
11323,"Bulls, bullocks and steers","Australian Capital Territory",0
11354,"Bulls, bullocks and steers","Australian Capital Territory",0
11382,"Bulls, bullocks and steers","Australian Capital Territory",0
11413,"Bulls, bullocks and steers","Australian Capital Territory",0
11443,"Bulls, bullocks and steers","Australian Capital Territory",0
11474,"Bulls, bullocks and steers","Australian Capital Territory",0
11504,"Bulls, bullocks and steers","Australian Capital Territory",0
11535,"Bulls, bullocks and steers","Australian Capital Territory",0
11566,"Bulls, bullocks and steers","Australian Capital Territory",0
11596,"Bulls, bullocks and steers","Australian Capital Territory",0
11627,"Bulls, bullocks and steers","Australian Capital Territory",0
11657,"Bulls, bullocks and steers","Australian Capital Territory",0
11688,"Bulls, bullocks and steers","Australian Capital Territory",0
11719,"Bulls, bullocks and steers","Australian Capital Territory",0
11747,"Bulls, bullocks and steers","Australian Capital Territory",0
11778,"Bulls, bullocks and steers","Australian Capital Territory",0
11808,"Bulls, bullocks and steers","Australian Capital Territory",0
11839,"Bulls, bullocks and steers","Australian Capital Territory",0
11869,"Bulls, bullocks and steers","Australian Capital Territory",0
11900,"Bulls, bullocks and steers","Australian Capital Territory",0
11931,"Bulls, bullocks and steers","Australian Capital Territory",0
11961,"Bulls, bullocks and steers","Australian Capital Territory",0
11992,"Bulls, bullocks and steers","Australian Capital Territory",0
12022,"Bulls, bullocks and steers","Australian Capital Territory",0
12053,"Bulls, bullocks and steers","Australian Capital Territory",0
12084,"Bulls, bullocks and steers","Australian Capital Territory",0
12112,"Bulls, bullocks and steers","Australian Capital Territory",0
12143,"Bulls, bullocks and steers","Australian Capital Territory",0
12173,"Bulls, bullocks and steers","Australian Capital Territory",0
12204,"Bulls, bullocks and steers","Australian Capital Territory",0
12234,"Bulls, bullocks and steers","Australian Capital Territory",0
12265,"Bulls, bullocks and steers","Australian Capital Territory",0
12296,"Bulls, bullocks and steers","Australian Capital Territory",0
12326,"Bulls, bullocks and steers","Australian Capital Territory",0
12357,"Bulls, bullocks and steers","Australian Capital Territory",0
12387,"Bulls, bullocks and steers","Australian Capital Territory",0
12418,"Bulls, bullocks and steers","Australian Capital Territory",0
12449,"Bulls, bullocks and steers","Australian Capital Territory",0
12478,"Bulls, bullocks and steers","Australian Capital Territory",0
12509,"Bulls, bullocks and steers","Australian Capital Territory",0
12539,"Bulls, bullocks and steers","Australian Capital Territory",0
12570,"Bulls, bullocks and steers","Australian Capital Territory",0
12600,"Bulls, bullocks and steers","Australian Capital Territory",0
12631,"Bulls, bullocks and steers","Australian Capital Territory",0
12662,"Bulls, bullocks and steers","Australian Capital Territory",0
12692,"Bulls, bullocks and steers","Australian Capital Territory",0
12723,"Bulls, bullocks and steers","Australian Capital Territory",0
12753,"Bulls, bullocks and steers","Australian Capital Territory",0
12784,"Bulls, bullocks and steers","Australian Capital Territory",0
12815,"Bulls, bullocks and steers","Australian Capital Territory",0
12843,"Bulls, bullocks and steers","Australian Capital Territory",0
12874,"Bulls, bullocks and steers","Australian Capital Territory",0
12904,"Bulls, bullocks and steers","Australian Capital Territory",0
12935,"Bulls, bullocks and steers","Australian Capital Territory",0
12965,"Bulls, bullocks and steers","Australian Capital Territory",0
12996,"Bulls, bullocks and steers","Australian Capital Territory",0
13027,"Bulls, bullocks and steers","Australian Capital Territory",0
13057,"Bulls, bullocks and steers","Australian Capital Territory",0
13088,"Bulls, bullocks and steers","Australian Capital Territory",0
13118,"Bulls, bullocks and steers","Australian Capital Territory",0
13149,"Bulls, bullocks and steers","Australian Capital Territory",0
13180,"Bulls, bullocks and steers","Australian Capital Territory",0
13208,"Bulls, bullocks and steers","Australian Capital Territory",0
13239,"Bulls, bullocks and steers","Australian Capital Territory",0
13269,"Bulls, bullocks and steers","Australian Capital Territory",0
13300,"Bulls, bullocks and steers","Australian Capital Territory",0
13330,"Bulls, bullocks and steers","Australian Capital Territory",0
13361,"Bulls, bullocks and steers","Australian Capital Territory",0
13392,"Bulls, bullocks and steers","Australian Capital Territory",0
13422,"Bulls, bullocks and steers","Australian Capital Territory",0
13453,"Bulls, bullocks and steers","Australian Capital Territory",0
13483,"Bulls, bullocks and steers","Australian Capital Territory",0
13514,"Bulls, bullocks and steers","Australian Capital Territory",0
13545,"Bulls, bullocks and steers","Australian Capital Territory",0
13573,"Bulls, bullocks and steers","Australian Capital Territory",0
13604,"Bulls, bullocks and steers","Australian Capital Territory",0
13634,"Bulls, bullocks and steers","Australian Capital Territory",0
13665,"Bulls, bullocks and steers","Australian Capital Territory",0
13695,"Bulls, bullocks and steers","Australian Capital Territory",0
13726,"Bulls, bullocks and steers","Australian Capital Territory",0
13757,"Bulls, bullocks and steers","Australian Capital Territory",0
13787,"Bulls, bullocks and steers","Australian Capital Territory",0
13818,"Bulls, bullocks and steers","Australian Capital Territory",0
13848,"Bulls, bullocks and steers","Australian Capital Territory",0
13879,"Bulls, bullocks and steers","Australian Capital Territory",0
13910,"Bulls, bullocks and steers","Australian Capital Territory",0
13939,"Bulls, bullocks and steers","Australian Capital Territory",0
13970,"Bulls, bullocks and steers","Australian Capital Territory",0
14000,"Bulls, bullocks and steers","Australian Capital Territory",0
14031,"Bulls, bullocks and steers","Australian Capital Territory",0
14061,"Bulls, bullocks and steers","Australian Capital Territory",0
14092,"Bulls, bullocks and steers","Australian Capital Territory",0
14123,"Bulls, bullocks and steers","Australian Capital Territory",0
14153,"Bulls, bullocks and steers","Australian Capital Territory",0
14184,"Bulls, bullocks and steers","Australian Capital Territory",0
14214,"Bulls, bullocks and steers","Australian Capital Territory",0
14245,"Bulls, bullocks and steers","Australian Capital Territory",0
14276,"Bulls, bullocks and steers","Australian Capital Territory",0
14304,"Bulls, bullocks and steers","Australian Capital Territory",0
14335,"Bulls, bullocks and steers","Australian Capital Territory",0
14365,"Bulls, bullocks and steers","Australian Capital Territory",0
14396,"Bulls, bullocks and steers","Australian Capital Territory",0
14426,"Bulls, bullocks and steers","Australian Capital Territory",0
14457,"Bulls, bullocks and steers","Australian Capital Territory",0
14488,"Bulls, bullocks and steers","Australian Capital Territory",0
14518,"Bulls, bullocks and steers","Australian Capital Territory",0
14549,"Bulls, bullocks and steers","Australian Capital Territory",0
14579,"Bulls, bullocks and steers","Australian Capital Territory",0
14610,"Bulls, bullocks and steers","Australian Capital Territory",0
14641,"Bulls, bullocks and steers","Australian Capital Territory",0
14669,"Bulls, bullocks and steers","Australian Capital Territory",0
14700,"Bulls, bullocks and steers","Australian Capital Territory",0
14730,"Bulls, bullocks and steers","Australian Capital Territory",0
14761,"Bulls, bullocks and steers","Australian Capital Territory",0
14791,"Bulls, bullocks and steers","Australian Capital Territory",0
14822,"Bulls, bullocks and steers","Australian Capital Territory",0
14853,"Bulls, bullocks and steers","Australian Capital Territory",0
14883,"Bulls, bullocks and steers","Australian Capital Territory",0
14914,"Bulls, bullocks and steers","Australian Capital Territory",0
14944,"Bulls, bullocks and steers","Australian Capital Territory",0
14975,"Bulls, bullocks and steers","Australian Capital Territory",0
15006,"Bulls, bullocks and steers","Australian Capital Territory",0
15034,"Bulls, bullocks and steers","Australian Capital Territory",0
15065,"Bulls, bullocks and steers","Australian Capital Territory",0
15095,"Bulls, bullocks and steers","Australian Capital Territory",0
15126,"Bulls, bullocks and steers","Australian Capital Territory",0
15156,"Bulls, bullocks and steers","Australian Capital Territory",0
15187,"Bulls, bullocks and steers","Australian Capital Territory",0
15218,"Bulls, bullocks and steers","Australian Capital Territory",0
15248,"Bulls, bullocks and steers","Australian Capital Territory",0
15279,"Bulls, bullocks and steers","Australian Capital Territory",0
15309,"Bulls, bullocks and steers","Australian Capital Territory",0
15340,"Bulls, bullocks and steers","Australian Capital Territory",0
15371,"Bulls, bullocks and steers","Australian Capital Territory",0
15400,"Bulls, bullocks and steers","Australian Capital Territory",0
15431,"Bulls, bullocks and steers","Australian Capital Territory",0
15461,"Bulls, bullocks and steers","Australian Capital Territory",0
15492,"Bulls, bullocks and steers","Australian Capital Territory",0
15522,"Bulls, bullocks and steers","Australian Capital Territory",0
15553,"Bulls, bullocks and steers","Australian Capital Territory",0
15584,"Bulls, bullocks and steers","Australian Capital Territory",0
15614,"Bulls, bullocks and steers","Australian Capital Territory",0
15645,"Bulls, bullocks and steers","Australian Capital Territory",0
15675,"Bulls, bullocks and steers","Australian Capital Territory",0
15706,"Bulls, bullocks and steers","Australian Capital Territory",0
15737,"Bulls, bullocks and steers","Australian Capital Territory",0
15765,"Bulls, bullocks and steers","Australian Capital Territory",0
15796,"Bulls, bullocks and steers","Australian Capital Territory",0
15826,"Bulls, bullocks and steers","Australian Capital Territory",0
15857,"Bulls, bullocks and steers","Australian Capital Territory",0
15887,"Bulls, bullocks and steers","Australian Capital Territory",0
15918,"Bulls, bullocks and steers","Australian Capital Territory",0
15949,"Bulls, bullocks and steers","Australian Capital Territory",0
15979,"Bulls, bullocks and steers","Australian Capital Territory",0
16010,"Bulls, bullocks and steers","Australian Capital Territory",0
16040,"Bulls, bullocks and steers","Australian Capital Territory",0
16071,"Bulls, bullocks and steers","Australian Capital Territory",0
16102,"Bulls, bullocks and steers","Australian Capital Territory",0
16130,"Bulls, bullocks and steers","Australian Capital Territory",0
16161,"Bulls, bullocks and steers","Australian Capital Territory",0
16191,"Bulls, bullocks and steers","Australian Capital Territory",0
16222,"Bulls, bullocks and steers","Australian Capital Territory",0
16252,"Bulls, bullocks and steers","Australian Capital Territory",0
16283,"Bulls, bullocks and steers","Australian Capital Territory",0
16314,"Bulls, bullocks and steers","Australian Capital Territory",0
16344,"Bulls, bullocks and steers","Australian Capital Territory",0
16375,"Bulls, bullocks and steers","Australian Capital Territory",0
16405,"Bulls, bullocks and steers","Australian Capital Territory",0
16436,"Bulls, bullocks and steers","Australian Capital Territory",0
16467,"Bulls, bullocks and steers","Australian Capital Territory",0
16495,"Bulls, bullocks and steers","Australian Capital Territory",0
16526,"Bulls, bullocks and steers","Australian Capital Territory",0
16556,"Bulls, bullocks and steers","Australian Capital Territory",0
16587,"Bulls, bullocks and steers","Australian Capital Territory",0
16617,"Bulls, bullocks and steers","Australian Capital Territory",0
16648,"Bulls, bullocks and steers","Australian Capital Territory",0
16679,"Bulls, bullocks and steers","Australian Capital Territory",0
16709,"Bulls, bullocks and steers","Australian Capital Territory",0
16740,"Bulls, bullocks and steers","Australian Capital Territory",0
16770,"Bulls, bullocks and steers","Australian Capital Territory",0
16801,"Bulls, bullocks and steers","Australian Capital Territory",0
